RID,UPA #,Estab Name,DBA,Site Address 1,Site Address 2,Site City,Site State,Site Zip,Site County,Primary/Site NAICS,UPA Receipt Date,Receipt Type,Formality,Insp #,Hazard Desc & Location,# Alleged Hazards/ Emp Exposed
830500,C-1570143,Amazon,,14601 Grant St,,THORNTON,CO,80023,ADAMS,454110 / 454110,2020-04-13 08:00:00,Online,Nonformal,,"1) Employees are potentially exposed to respiratory hazards. It was reported that employees are not practicing proper social distancing in the DEN3 Warehouse and the employees are within 6 feet of each other to perform work, take breaks and consume food. It was further reported, that the employer has failed to enforce the requirements to contain the spread of COVID-19. The employer has failed to evaluate respiratory hazards in the workplace. Contrary to 29 CFR 1910.134. 2) Employer has failed to assess the workplace to determine if hazards are present, or are likely to be present, which necessitate the use of personal protective equipment (PPE). It was reported that warehouse employees are not being provided PPE like, but not limited to, gloves for general use or face fitting respirators. Contrary to 29 CFR 1910.132. 3) Employer has potentially failed to provide a safe and healthful workplace. It was reported that the hand sanitizer dispensers are empty and the employer has failed to refill the dispensers. This is contrary to 5(a)(1) of the OSH Act of 1970. ",3 /500
830500,C-1592021,"Amazon.com Services, LLC",Amazon DDE6,6150 Downing St,Building 5,DENVER,CO,80216,DENVER,493110 / 493110,2020-05-19 08:00:00,Online,Nonformal,,"1. It was reported that employees are exposed to unknown chemicals in that they have not been adequately trained on hazardous material handling. Contrary to 29 CFR 1910.120. 2. It was reported that employees were exposed to toxic fumes from broken packages. It was reported that employees are not adequately trained to clean up chemical spills. Contrary to 29 CFR 1910.120. 3. It was reported that employees were exposed to unknown chemicals during a spill. It was reported that the employer did not provide employees information on the spilled chemical. Contrary to 29 CFR 1910.1200. 4. It was reported that the employer is not adequately protecting employees from exposure to COVID-19 in that the employer is not enforcing social distancing. It has been reported that multiple employees are working in aisles with less than 6 feet between them.Contrary to Section 5(a)(1). 5. It was reported that the employer is not adequately protecting employees from exposure to COVID-19 in that the employer is not providing an adequate amount of gloves for employees to change out periodically during the day. Contrary to Section 5(a)(1) of the OSH Act. 6. It was reported that the employer is not adequately protecting employees from exposure to COVID-19 in that the employer is not providing hand sanitizer or sanitizing cleaning products. Contrary to Section 5(a)(1) Of the OSH Act. 7. It was reported that the employer is not adequately protecting employees from exposure to COVID-19 in that the employer is not adequately cleaning common areas including, but not limited to drinking fountains, microwaves, food storage racks, and vending machines. Contrary to Section 5(a)(1) of the OSH Act.",7 /100
830500,C-1603435,DEN3 Amazon Fulfillment Center Tours,,14601 Grant Street,,THORNTON,CO,80023,ADAMS,488510 / 488510,2020-06-10 10:45:00,Phone,Nonformal,,"Employees are potentially exposed to health hazards associated with COVID-19. It was reported that the work place is hanging masks given to employees that exposed to other EE¿s walking by without masks (employees who are leaving and taking smoke breaks throughout the shift) and are exposed airborne particulates before employees temperatures are taken. It was further reported there was a positive case that walked by the hanging masks. Contrary to Section 5(a)(1) of the OSH Act, 29 CFR 1910.132, and 29 CFR 1910.134. ",1 /400
830500,C-1649697,DEN3 Amazon Fulfillment Center Tours,,14601 Grant Street,,THORNTON,CO,80023,ADAMS,488510 / 488510,2020-08-25 11:30:00,Phone,Nonformal,,"Employees are potentially exposed to health hazards associated with COVID-19. 1) It was reported that all the signs regarding COVID-19 at Amazon entrance are only in English speaking when there are multiple languages spoken in the warehouse. 2) It was reported that there is no COVID-19 training in Spanish or other languages that are spoken in the warehouse. 3. It was further reported that notification for exposed employees is only in English and not communicated to employees in their primary language. Contrary to Section 5(a)(1) of the OSH Act, 29 CFR 1910.132, and 29 CFR 1910.134.",3 /500
950411,C-1593115,Amazon.Com.Azdc LLC,,800 S 75th Ave,,PHOENIX,AZ,85043,MARICOPA,454111 / 454111,2020-05-20 16:09:00,Online,Formal,,"Item 1.) Employees are using the same forklift, without sanitizing the equipment between each use. Item 2.) The employer is requiring employees to sanitize work stations on Thursdays only, all other times they do not sanitize commonly touched surfaces. Item 3.) Employees are using masks, but are not policed by supervision or management to ensure they are using them correctly and thus preventing the spread of COVID-19. Location: Retail Warehouse",/
950611,C-1620973,"AmazonFresh, LLC",,888 Tennessee St.,,SAN FRANCISCO,CA,94107,SAN FRANCISCO,445110 / 445110,2020-07-07 16:33:00,Email,Formal,1483577,"Employer continues to act in violation of Cal. Labor Codes: a. Section 342, requiring that all employers report serious injury or illness or death of an employee occurring in a place of employment or in connection with any employment immediately. b. Section 3203, requiring that all employers have an Illness Prevention Program (IPP) to protect employees from workplace hazards, which required Amazon to determine if exposure to COVID-19 is a workplace hazard and, given that it was and is, implement measures to prevent or reduce infection hazards and provide training thereon. c. Section 3203, requiring that all employers have an IPP to protect employees from workplace hazards, which required Amazon to determine if prolonged exposure to freezer temperatures is a workplace hazard and, given that was and it is, implement measures to prevent or reduce hazards and provide training thereon. d. Section 3366, requiring that employees provide washing facilities for maintaining personal cleanliness. e. Section 3380, requiring that employers conduct a hazard assessment to determine if COVID-19 is a hazard in the workplace necessitating the use of Personal Protective Equipment (¿PPE¿) and given that it was and is, provide exposed employees with properly fitting PPE. f. Section 3380, requiring that employers conduct a hazard assessment to determine if prolonged exposure to freezer temperatures is a hazard in the workplace necessitating the use of PPE and given that was and is, provide exposed employees with properly fitting PPE. g. Section 3384, requiring that employers provide and require employees to use appropriate hand protection when employee¿s hands are exposed to hazards including harmful temperatures. h. Section 3273, requiring that permanent floors and platforms shall be free of dangerous projections or obstructions, maintained in good repair, and reasonably free of oil, grease, or water. i. Section 3362, requiring that workplaces, storerooms, and passageways be kept clean, orderly and in a sanitary condition. j. Section 5144, requiring that employers take minimum steps to ensure safe and effective use of respirators required in the workplace due to the hazard caused by COVID-19. k. Section 5194, requiring employers to provide information to employees regarding hazardous chemicals to which they may be exposed. l. Section 8414, requiring that employers provide employees who are exposed to hazards in the workplace, which cannot be eliminated through engineering and administrative controls are not effective in eliminating the hazards, with PPE including head protection, hand protection, and body protection.",/
950612,C-1654463,Amazon,,4800 El Camino Real,,LOS ALTOS,CA,94022,SANTA CLARA,445110 / 445110,2020-09-01 14:00:00,Phone,Nonformal,,"Potential concern regarding implementing and enforcing Center for Disease Control (CDC), Local Health Department and Cal/OSHA Guidance on Requirements to Protect Workers from Coronavirus to prevent the spread between person-to-person and close contact (within about 6 feet) while obtaining groceries and screening prior to entering store. As well as training on COVID-19 information as part of employer's Injury and Illness Prevention Program. This complaint pertains to Amazon Blue Badge employees. Title 8 CCR Sections 3203 & 3380 ",1 /1
950613,C-1592281,Amazon Fresh,,222 Commercial St.,,SUNNYVALE,CA,94085,SANTA CLARA,454110 / 454110,2020-05-15 16:20:00,Email,Nonformal,,"1. During the morning driver check in, the drivers waiting in line are not social distancing and not wearing masks, as well as the staff checking them in. T8 CCR 3203",1 /1
950614,C-1589521,Amazon,,38811 Cherry St.,,NEWARK,CA,94560,ALAMEDA,423990 / 423990,2020-05-11 13:45:00,Phone,Nonformal,,"T8 CCR 3203(a)(4) and (6) The employer did not identify and correct the hazard of exposing employees to COVID-19 by following the public health order and enforcing social distancing in the middle and Oak 5 breakrooms, particularly while vending machines are being filled.",1 /1
950614,C-1633791,Amazon.com,,990 Beecher St.,,SAN LEANDRO,CA,94577,ALAMEDA,492110 / 492110,2020-07-20 13:28:00,Online,Formal,1492713,T8 CCR 33203(a)(4) & (a)(6) The employer fails to effectively enforce social distancing to protect employees from Corona Virus for past three nights for Lane 4 closed to the AB aisle..,/
950614,C-1735893,DSF4 Amazon Warehouse,,990 Beecher Street,,SAN LEANDRO,CA,94577,ALAMEDA,493110 / 493110,2021-02-11 15:20:00,Online,Nonformal,,"1. The employer failed to ensure that employees wear face coverings over their mouth and nose in the Warehouse Delivery Station. T8 CCR 3205(c)(7)(A) 2. The employer failed to ensure that all employees are separated from other persons by at least six feet except where an employer can demonstrate that six feet of separation is not possible, and except for momentary exposure while persons are in movement. Employees in the HR office and Station Manager's office sit within 6 feet of each other. Additionally, management does not actively monitor the Warehouse Delivery Station to ensure employees are maintaining physical distancing. T8 CCR 3205(c)(6)(A) 3. The employer failed to evaluate the hazards associated with requiring employees to assist in collecting nasal and/or nasopharyngeal swabs for the purpose of COVID-19 testing. Employees who guide other employees through the self-swab process stand within 3 feet of other employees while they remove their face masks. There are no physical barriers, procedures to physically distance, respiratory protection, or increased and filtered ventilation to protect employees performing this work. T8 CCR 3205(c)(2)(D)",3 /1
950615,C-1567142,Amazon-Delivery Warehouse,,6015 Giant Highway,,RICHMOND,CA,94806,CONTRA COSTA,492210 / 492210,2020-04-06 10:00:00,Online,Nonformal,,"The employer failed to identify and correct the hazards of ensuring that personnel practicing social distancing while in the warehouse virus adhered to the quarantine guidelines as it is recommended by the CDC, WHO and Cal/OSHA guidelines as it pertains to the COVID-19 virus and the requirements to prevent the spread of the disease. T8 CCR 3203(a)(4)(6).",1 /1
950615,C-1623150,Amazon.Com Services Inc.,,300 Crocker Drive,,VACAVILLE,CA,95688,SOLANO,492110 / 492110,2020-07-13 08:00:00,Online,Nonformal,,The employer did not maintain an effective Injury and Illness Prevention Program in that the employer did not ensure that COVID-19 precautions per the state executive and local public health department orders are being followed at the workplace in the following instances: 1. The employer did not implement individual control measures and screenings. T8 CCR 3203(a)(6). 2. The employer did not implement disinfecting protocols. T8 CCR 3203(a)(6). 3. The employer did not implement physical distancing guidelines. T8 CCR 3203(a)(6). ,1 /1
950615,C-1652286,Amazon Logistics Inc.,,2995 Atlas Rd.,,RICHMOND,CA,94850,CONTRA COSTA,493110 / 493110,2020-08-28 13:30:00,Phone,Nonformal,1490751,"1. The employer is not enforcing temperature checks from drivers as per their COVID-19 procedure, T8 CCR 3203(a)(4)(6). 2. The employer is not aware of the hazardous route conditions to include lack of street lights, loss of cell phone use, not providing flashlights to employees. 3. The employers van is hot causing heat stroke. The employer does not allow drivers breaks (refer to DLSE). The employer treats women like its the 80's. Taking photos of body.",3 /1
950615,C-1698389,Amazon.com Services LLC,,300 Crocker Drive,,VACAVILLE,CA,95688,SOLANO,492110 / 492110,2020-12-01 12:00:00,Online,Nonformal,,"The employer did not maintain an effective injury and illness prevention program in that the employer did not ensure that COVID-19 precautions per the state executive and local public health department orders are being followed at the workplace in the following instances: 1. The employer did not maintain individual control measures of wearing face coverings, T8 CCR 3203(a)(6). 2. The employer did not maintain physical distancing guidelines, T8 CCR 3203(a)(6).",2 /1
950615,C-1702584,Amazon.com Services LLC,,2995 Atlas Road,,RICHMOND,CA,94806,CONTRA COSTA,454110 / 492110,2020-12-07 12:55:00,Phone,Nonformal,,1. Employees are not following the guidelines to stay home if sick. The employer did not ensure employees follow the returns to work criteria. T8 CCR 3205(c)(11).,1 /1
950615,C-1726499,Amazon Sort Center SMF5,,300 Crocker Drive,,VACAVILLE,CA,95688,SOLANO,454111 / 454111,2021-01-26 08:45:00,Phone,Nonformal,,"1. Description of complaint: Chime communication system has been discontinued making it difficult to contact a manager or supervisor when needed. The employer did not evaluate and correct the hazard of employees not being able to communicate with supervisors when needed. 8CCR3203(a)(4) and (a)(6) 2. Description of complaint: Cleaning supplies such as wipes and disinfectant sprays have been removed from the return merchandise sorting area. Managers are not observing proper social distancing when communicating with associates. The employer did not maintain an effective COVID-19 prevention program in that the employer did not ensure that COVID-19 precautions per the state executive and local public health department orders are being followed at the workplace in the following instances: 1) The employer did not ensure that all employees shall be separated from other persons by at least six feet to maintain physical distancing when managers and supervisors are interacting with associates. Ref 8CCR3205(c)(6)   2) The employer did not implement disinfecting protocols to include Identifying and regularly cleaning and disinfecting frequently touched surfaces such as sorting tables, scanners and material handling equipment. Ref 8CCR3205(c)(8)(C)1 3. Description of complaint: Latex gloves are not being provided for handling liquid materials that may be present in returned packages. The employer did not evaluate the hazard and provide proper gloves for handling liquids that may be present in returned merchandise packages, T8 CCR 3380(f).",4 /1
950615,C-1738568,AMAZON.COM SERVICES LLC,,2995 Atlas Road,,RICHMOND,CA,94806,CONTRA COSTA,454110 / 541614,2021-02-24 09:20:00,Phone,Nonformal,,1. The employer did not ensure that walking and working surfaces are free from and other tripping/slipping hazards such as excessive amounts of packages and spilled liquids. T8 CCR 3273(a). 2. The employer did not ensure that employees can maintain proper physical distancing while sorting packages on the overnight shift. T8 CCR 3205(c)(6).,2 /1
950621,C-1552934,Amazon SMF1,,4900 Elkhorn Blvd,,SACRAMENTO,CA,95835,SACRAMENTO,452111 / 452111,2020-03-13 09:44:00,Online,Nonformal,,5199.1(a)(2)(A): Someone's family member in the building has COVID-19 and they were very sick at work today.,1 /1
950621,C-1636681,Amazon Delivery Station,,1000 Riverside Pkwy.,,WEST SACRAMENTO,CA,95605,YOLO,493110 / 493110,2020-07-27 09:40:00,Phone,Nonformal,,"3203(a)(4): Drivers not trained on Covid-19 procedures. Vehicles not cleaned inside molding tote bags, filthy. Drivers sick with Covid-19, no sanitizing done.",3 /1
950621,C-1662645,Amazon Fulfillment,,4900 West Elkhorn Blvd.,,SACRAMENTO,CA,95835,SACRAMENTO,423990 / 423990,2020-08-31 16:02:00,Phone,Nonformal,,3203(a): Large groups of employees are standing closer than 6ft. Some employees are not wearing and/or pulling down their masks in AFE 1 (stand up area). 3362(a): Work stations in AFE 1 are not cleaned adequately or between employees.,2 /1
950621,C-1708991,Amazon Hub,,7601 Foothill Blvd.,,ROSEVILLE,CA,95747,PLACER,491110 / 491110,2020-12-14 15:30:00,Phone,Formal,,3205(c)(6)(a): Employees are not social distancing. 3205(c)(7)(a): Employees not wearing masks properly or not at all.,/
950621,C-1717357,Amazon Fulfillment Center SMF1,,4900 W. Elkhorn Blvd.,,SACRAMENTO,CA,95835,SACRAMENTO,493130 / 493130,2020-12-17 08:45:00,Phone,Nonformal,,3205: Employer is not enforcing employees to wear masks. Hundreds of employees are not wearing masks throughout the warehouse. Managers do not enforce the required mask policy. Employees are working less than 6 feet from each other without masks or with masks lowered not covering nose/mouth.,1 /1
950624,C-1605259,Amazon (SMF3),,3923 S B Street,,STOCKTON,CA,95206,SAN JOAQUIN,452910 / 452910,2020-06-09 22:58:00,Online,Formal,,3203: Not being provided latex gloves,/
950624,C-1606936,Amazon Warehouse,,4532 S Newcastle Rd,,STOCKTON,CA,95215,SAN JOAQUIN,493110 / 493110,2020-06-11 09:15:00,Online,Nonformal,,"CCR T8 5199/3380: Possible employee exposure to COVID-19 as one confirmed infection, disinfection not started yet.",1 /1
950624,C-1620198,"Amazon, Inc.",,1555 N Chrisman Road,,TRACY,CA,95304,SAN JOAQUIN,493110 / 493110,2020-06-27 07:56:00,Online,Nonformal,,1. 3203 The employer is not following the COVID-19 guidelines,1 /1
950624,C-1624080,Amazon.com,,188 Mountain House Pkwy,,TRACY,CA,95377,SAN JOAQUIN,493110 / 493110,2020-07-01 18:10:00,Email,Nonformal,,1. 3203: Facility has not shut down to clean after an employee tested positive for COVID-19.,1 /1
950624,C-1726773,Amazon,,1555 N Chrisman Road,,TRACY,CA,95304,SAN JOAQUIN,493110 / 493110,2020-12-21 13:56:00,Phone,Nonformal,,1. 3362(a) Employer did not clean up and disinfect urine from an employee at pick station 2323 in b mod. 2. 3205(c) Managers are not wearing face masks. 3. 3205(c) Managers are not social distancing of 6 feet.,1 /1
950624,C-1736050,"Amazon Fulfillment Services, Inc.",,1555 N Chrisman Rd.,,TRACY,CA,95376,SAN JOAQUIN,493110 / 493110,2021-02-08 08:30:00,Phone,Nonformal,,1. 3364(b) Restroom in DMOD is not clean. 2. 3272(c) Pallet jacks are blocking aisleways. 3. Employer is not ensuring that employees are social distancing of at least 6 feet.,1 /1
950625,C-1622383,Amazon Fulfillment Center,,3575 S Orange Ave.,,FRESNO,CA,93725,FRESNO,492110 / 492110,2020-05-18 10:00:00,Phone,Nonformal,,5199 Employees working with suspected COVID positive employees without PPE.,1 /1
950625,C-1624541,Amazon Fulfillment Center,,3575 S Orange Ave.,,FRESNO,CA,93725,FRESNO,492110 / 492110,2020-05-28 09:15:00,Phone,Nonformal,,"CCR T8 3203(a)(4): Face masks are not being worn properly, they are being worn around the chin, below the nose. CCR T8 3203(a)(4): Employees are not maintaining 6' distance between each other. CCR T8 3203(a)(4): Employer did not sanitize the work area of an EE who tested positive for COVID-19. ",3 /1
950625,C-1624601,Amazon Fulfillment Center,,3575 S Orange Ave.,,FRESNO,CA,93725,FRESNO,492110 / 492110,2020-05-28 14:45:00,Phone,Formal,,"CCR T8 3203(a)(4): Walk for masks too long - EEs on upper floors must walk at least 5 minutes to 1st floor for replacement masks. CCR T8 3203(a)(4): Main disinfectant in use is not effective/has not been verified to work. CCR T8 3203(a)(2): The safety department is not following their own COVID-19 procedures. CCR T8 3203(a)(2): Employer is not ensuring that employees properly wear their masks. CCR T8 3203(a)(4): HR and Learning Department are not following the 6'guideline. CCR T8 3203(a)(4): No social distancing in the AFE department, Inbound and Receiving Department (specifically Stow and Pick area) CCR T8:3203(a)(4): Hand rails in stair wells are not being sanitized. CCR T8 3203(a)(4): Work areas of employees with positive cases are not being sanitized properly.",/
950625,C-1624934,Amazon Fulfillment Center,,3575 S Orange Ave.,,FRESNO,CA,93725,FRESNO,492110 / 492110,2020-06-04 16:00:00,Phone,Nonformal,,CCR T8 3203(a)(4): Employees exposed in work areas that are not cleaned and no COVID-19 precautions being used or enforced.,1 /1
950625,C-1638761,Amazon Distribution Warehouse,,3575 S Orange Ave,,FRESNO,CA,93725,FRESNO,452910 / 452910,2020-07-30 15:50:00,Phone,Nonformal,,5199 Employer's managers and the safety team are not wearing masks correctly will have the mask below their chin. 5199 Employees are not staying six feet apart when working. 5199 Employer's safety team are not properly cleaning and disinfecting the warehouse.,3 /1
950625,C-1663775,Amazon Fulfillment Center,,3575 S Orange Ave.,,FRESNO,CA,93725,FRESNO,492110 / 492110,2020-09-17 11:50:00,Phone,Formal,1496624,"1. The employer is not enforcing social distancing at the facility. 2. The employer is not ensuring common work areas are cleaned and sanitized on a regular basis. 3. Replacement masks/face coverings are not readily available for employees throughout the large warehouse distribution facility. If you lose your mask or it becomes damaged , it is difficult to get a new one, they are only available at the entrance of the facility. 4. The employer is not enforcing the wearing of masks or face coverings for vendors (food service and vending machine service), and some management. 5. Second floor breakroom has a marked one-way route that obligates people getting water to walk through the break room and encounter others in a limited space. You can't just step in get your water, turnaround and leave.",/
950625,C-1684329,Amazon Fulfillment Center,,3575 S Orange Ave.,,FRESNO,CA,93725,FRESNO,492110 / 492110,2020-11-05 15:45:00,Phone,Nonformal,,Employee works temperature station not allowed to re-test employees if their temperature is over 100 degrees. Lower level employees are following COVID-19 protocols. Upper level employees are not. Safety department not enforcing COVID-19 protocols.,1 /5
950625,C-1711683,Amazon DFA2,,2325 S. Cedar Ave,,FRESNO,CA,93725,FRESNO,493110 / 493110,2020-12-21 09:30:00,Phone,Nonformal,,3205 Employer is not sending employees home after testing positive for COVID-19. The employer is making employees finish their shift first.,1 /5
950625,C-1713099,Amazon Fulfillment Center,,3575 S Orange Ave,,FRESNO,CA,93725,FRESNO,423690 / 423690,2020-12-23 13:15:00,Phone,Nonformal,,3205(c)(3)(B)(3) Employees not being informed of exposure to COVID-19 from other employees. 3205(c)(8)(C)(3) Not disinfecting work stations and equipment I.E. computers after exposure from infected employees.,2 /5000
950625,C-1718094,Amazon Fulfillment Center,,3575 S Orange Ave,,FRESNO,CA,93725,FRESNO,423690 / 423690,2020-12-30 14:30:00,Phone,Nonformal,,3205(c)(10)(B) The employer is requiring employees to work who are exhibiting COVID-19 symptoms and while waiting for results on COVID-19 tests.,1 /3000
950625,C-1720665,Amazon Fulfillment Center,,3575 S Orange Ave,,FRESNO,CA,93725,FRESNO,423690 / 423690,2021-01-13 09:45:00,Phone,Nonformal,,3205(c)(3)(B)(3) Not informing employees of exposure. 3205(c)(3)(B)(4) Not testing employees at no cost or informing them where they can test for free. 3205(c)(8)(C)(3) Allowing employees to work with symptoms. 3205(c)(8)(C)(3) Not disinfecting contaminated work places. 3205(c) Employees not following COVID protocol I.E. wearing masks properly.,5 /100
950625,C-1796622,Amazon Fulfillment Center,,3575 S Orange Ave,,FRESNO,CA,93725,FRESNO,423690 / 423690,2021-08-09 10:15:00,Phone,Formal,,"T8 CCR 3205 Employer not following COVID mask protocols, employees pull down mask while working in the warehouse. T8 CCR 3328(b) Robot machinery jerks the arm of the operator.",/
950631,C-1584477,Amazon Logistics,DLA9,17871 Von Karman Ave,,IRVINE,CA,92614,ORANGE,493110 / 493110,2020-04-22 15:20:00,Phone,Nonformal,,1. T8CCR 3362 Employer is not sanitizing work areas 2. T8CCR 3340 No pedestrian warning signs when employees are walking to enter building past trucks,2 /1
950631,C-1765573,Amazon Fresh,MAB9,13672 Jamboree Road,,IRVINE,CA,92602,ORANGE,492210 / 492210,2021-02-05 14:30:00,Phone,Formal,,"1. T8 CCR § 3205(c)(2)(C) - Employer allows employees who are tested for COVID-19 to remain working until their test results are in, exposing all other workers potentially to COVID-19. 2. T8 CCR § 3205(c)(3)(B)(3) - Employer is not providing timely notification of positive COVID-19 cases to staff.",/
950632,C-1727270,Amazon dba Prime LLC,,UCA6 - 2727 Kurtz Street,,SAN DIEGO,CA,92110,SAN DIEGO,492110 / 492110,2021-01-27 14:00:00,Phone,Nonformal,,T8 CCR 3205(c)(9)(E) Employer is not providing information regarding locations where employees have tested positive when requested by employee. T8 CCR 3205(c)(6) No social distancing during batching process. T8 CCR 3205(c)(3)(A) No contact tracing and investigation of COVID cases.,3 /1
950632,C-1761440,Amazon,,16550 Via Esprillo,,SAN DIEGO,CA,92127,SAN DIEGO,493110 / 493110,2021-04-26 11:00:00,Phone,Nonformal,,T8 CCR 3205(c)(7) Not all employees are wearing facial covering. T8 CCR 3364(b) Bathrooms are not available to drivers and drivers are leaving human body fluids in van. T8 CCR 3205(8)(C) Drivers are not sanitizing share vehicles.,3 /44
950633,C-1560163,Amazon,,24300 Mandina Ave,,MORENO VALLEY,CA,92553,RIVERSIDE,454390 / 454390,2020-03-25 10:37:00,Phone,Nonformal,,T8CCR 3203 Employer allowing employees to operate near other employees that have tested positive for COVID-19. Employer not taking necessary health measures to protect employees against COVID-19,1 /13
950633,C-1560057,Amazon Ont8,,24300 Nandina Avenue,,MORENO VALLEY,CA,92551,RIVERSIDE,493110 / 493110,2020-03-26 08:17:00,Email,Nonformal,,T8CCR 3203(a)(4)(B) Health related workplace concerns to COVID-19. Would like to know if workplace can be shut down due to epidemic.,1 /13
950633,C-1563248,Amazon,,24300 Nandina Avenue,,MORENO VALLEY,CA,92551,RIVERSIDE,493110 / 493110,2020-03-26 14:26:00,Email,Nonformal,,T8CCR 3202 Employer had an employee test positive for COVID-19 that exposed co-workers (7) due to interaction with COVID-19 employees. Employer did not asses or investigate who those co-workers with exposure came into contact with. Instead the Employer allowed day to day operation/work and to continue the spread by allowing employees to work. No PPE provided to employees.,1 /13
950633,C-1561134,Amazon Fulfillment Center - Eastvale,,4950 Goodman Road,,EASTVALE,CA,91752,RIVERSIDE,493110 / 493110,2020-03-27 08:00:00,Online,Nonformal,,"T8CCR 3203(a)(4) Two employees tested positive, and stopped working last week, but the rest of warehouse employee are required to work with no restrictions, no Personal Protective Equipment and we are scared.",1 /13
950633,C-1569538,Amazon - LGB 7,,1660 N. Linden Avenue,,RIALTO,CA,92376,SAN BERNARDINO,493120 / 493120,2020-04-02 15:45:00,Online,Nonformal,,T8CCR 3203(a)(4)(B) No social distancing. Do not follow Covid-19 precautions. 300 employees in the workplace.,3 /13
950633,C-1569431,Amazon LGB3 Fulfillment Center Eastvale,,4950 Goodman Rd.,,EASTVALE,CA,91752,RIVERSIDE,493110 / 493110,2020-04-08 12:55:00,Phone,Formal,1473644,"T8CCR 3203(a)(4) Employer is failing to close off areas where COVID-19 employees has been confirmed. Inadequate sanitation practices to prevent COVID-19 on all yellow containers. Inadequate implementation of Administrative controls to maintain physical distancing in the workplace. Warehouse workers are not being provided PPE, hand gloves while handling warehouse yellow bins. Workers are not allowed to continually wash their hands while handling products in warehouse. Hand sanitizer is not made accessible to warehouse workers in work area. Employer has provided inadequate training procedures to employees on their methods to minimize the spread of COVID-19 in warehouse work areas. Employer is maintaining a strict attendance policy that discourage sick employees from calling in sick.",/
950633,C-1581972,Amazon - LGB 7,,1660 N. Linden Avenue,,RIALTO,CA,92376,SAN BERNARDINO,493120 / 493120,2020-04-13 15:59:00,Online,Nonformal,,"T8CCR 3203 There is one confirmed case here at LGB7 of Corona Virus and next door at LGB8 there is 3 confirmed cases, we haven't shut down still working.",1 /13
950633,C-1664447,Amazon ONT2 & ONT3 Fulfillment Center,,1910 E El Centro Avenue,,SAN BERNARDINO,CA,92408,SAN BERNARDINO,493110 / 493110,2020-08-20 12:00:00,Phone,Formal,1497078,"T8 CCR 3203(a)(6) Employer is not closing off areas with COVID-19 employee cases and effectively removing exposed employees from the hazard. T8 CCR 3203(a)(6) Inadequate sanitization practices to prevent the spread of COVID-19 on shared surfaces and equipment at ONT2 inbound, employees are not able to always clean workstations due to the lack of oversight and sanitizing materials. At ONT3 cleaning of work station is sporadic. T8 CCR 3203(a)(6) Workers are not allowed sufficient time for handwashing or cleaning work areas. T8 CCR 3203(a)(4) Inadequate physical distancing and engineering controls. No new barriers, shields or increased ventilation at ONT2 facility. No social distancing in ""Tote-to-bin"" area of inbound. At the ONT3 facility there are no plexiglass barriers in main warehouse or work stations. In MOD areas, workers are within 3 feet of each other. T8 CCR 3203(a)(7) Inadequate training on the hazards of COVID-19 and specific practices to follow to prevent transmission. T8 CCR 3203(a)(4) Requirements for staff to wear face masks places workers at risk for heat illness and other health issues.",/
950633,C-1664456,Amazon LGB7 Fulfillment Center,,1660 N Linden Avenue,,RIALTO,CA,92376,SAN BERNARDINO,493110 / 493110,2020-08-20 12:00:00,Phone,Formal,1495693,"T8 CCR 3203(a)(6) Employer is not closing off areas with COVID-19 employee cases and effectively removing exposed employees from the hazard. T8 CCR 3203(a)(6) Inadequate sanitization practices to prevent the spread of COVID-19 on shared surfaces and equipment. Many employees are not cleaning workstations and management is not enforcing. T8 CCR 3203(a)(6) Workers are not allowed sufficient time for handwashing or cleaning work areas. T8 CCR 3203(a)(4) Inadequate physical distancing and engineering controls. Although there are more breakrooms and staggered shifts, workstations logout and staffing have stayed the same. T8 CCR 3203(a)(7) Inadequate training on the hazards of COVID-19 and specific practices to follow to prevent transmission. T8 CCR 3203(a)(4) Requirements for staff to wear face masks places workers at risk for heat illness and other health issues.",/
950633,C-1658553,Amazon Inc,,555 E. Orange Show Road,,SAN BERNARDINO,CA,92408,SAN BERNARDINO,493120 / 493120,2020-08-31 13:05:00,Online,Nonformal,,T8CCR 3203 Employer not following CDC Guidelines in that they are not enforcing: - Social distance - Wearing masks properly - Providing masks that fit well - Not sanitizing area after Covid-19 positive results,4 /13
950633,C-1672975,Amazon Fulfillment,,20901 Krameria St,,RIVERSIDE,CA,92508,RIVERSIDE,493110 / 493110,2020-10-06 06:26:00,Online,Nonformal,,T8CCR 3203 Employer not enforcing PPE requirements during Covid-19 outbreak. T8CCR 3203 Employer not enforcing social distancing during Covid-19 outbreak.,2 /13
950633,C-1734129,Amazon LGB7 Fulfillment Center,,1660 N Linden Avenue,,RIALTO,CA,92376,SAN BERNARDINO,493110 / 493110,2020-12-08 08:30:00,Online,Nonformal,,T8CCR 3205(c)(8)No social distancing T8CCR 3205(c)(6) Not ensuring mask use. T8CCR 3205.1(a) T8CCR 3205.1(b) Employees not being told of positive Covid-19 & not being provided testing.,3 /13
950633,C-1755721,Amazon LGB7 Fulfillment Center,,1660 N Linden Avenue,,RIALTO,CA,92376,SAN BERNARDINO,493110 / 493110,2020-12-22 11:45:00,Phone,Nonformal,,T8CCR 3205 Mask wearing not enforced; too many employees not wearing masks.,1 /13
